run,sample,sample_in_trigger_record,time_in_1ms_period_us,s11_mag_db,s11_phase_unwrapped_deg,master_power,slave_power,state,block_index,pulse_number_in_second,temp_C
PBS4_96 · 18:21:56,PBS4_96,21,21.0,-9.269945120827892,-41.14127357854585,22.470589996362875,2.658397767091572,Treatment,18841,841,36.736189683899454
PBS4_96 · 18:21:56,PBS4_96,22,22.0,-9.270932201521706,-41.13715559916099,22.471431116857648,2.6578931118850315,Treatment,18841,841,36.736189683899454
PBS4_96 · 18:21:56,PBS4_96,23,23.0,-9.272343329180549,-41.13701218705779,22.47199023701936,2.65709574906866,Treatment,18841,841,36.736189683899454
PBS4_96 · 18:21:56,PBS4_96,24,24.0,-9.272737106253222,-41.162460881556,22.465607443328366,2.6561002044675446,Treatment,18841,841,36.736189683899454
PBS4_96 · 18:21:56,PBS4_96,25,25.0,-9.272942962467004,-41.17338840721785,22.456533653276413,2.6549015680269084,Treatment,18841,841,36.736189683899454
PBS4_96 · 18:21:56,PBS4_96,26,26.0,-9.275218952369524,-41.17164339032703,22.460278775387003,2.653953120179769,Treatment,18841,841,36.736189683899454
PBS4_96 · 18:21:56,PBS4_96,27,27.0,-9.275966247301396,-41.18184274492046,22.45162846833768,2.6524745286992286,Treatment,18841,841,36.736189683899454
PBS4_96 · 18:21:56,PBS4_96,28,28.0,-9.274780771951042,-41.17995971058415,22.437627706999955,2.651544136403511,Treatment,18841,841,36.736189683899454
PBS4_96 · 18:21:56,PBS4_96,29,29.0,-9.27529877315968,-41.17272410210353,22.434431639846988,2.650850247512731,Treatment,18841,841,36.736189683899454
PBS4_96 · 18:21:56,PBS4_96,30,30.0,-9.27612822284156,-41.17505787763752,22.43193828646664,2.650049457545008,Treatment,18841,841,36.736189683899454
PBS4_96 · 18:21:56,PBS4_96,31,31.0,-9.276842179295144,-41.179388296918376,22.41811236229411,2.6479807502948645,Treatment,18841,841,36.736189683899454
PBS4_96 · 18:21:56,PBS4_96,32,32.0,-9.278278049267175,-41.1721915252562,22.409246432092196,2.646058537185693,Treatment,18841,841,36.736189683899454
PBS4_96 · 18:21:56,PBS4_96,33,33.0,-9.28179576352511,-41.1830639712238,22.39062451943482,2.6417190667042934,Treatment,18841,841,36.736189683899454
PBS4_96 · 18:21:56,PBS4_96,34,34.0,-9.283526191645814,-41.18497149728661,22.395884126339872,2.641286992918856,Treatment,18841,841,36.736189683899454
PBS4_96 · 18:21:56,PBS4_96,35,35.0,-9.284683430506233,-41.18300197708886,22.361531749823342,2.636532966854768,Treatment,18841,841,36.736189683899454
PBS4_96 · 18:21:56,PBS4_96,36,36.0,-9.286505820256972,-41.18948263231683,22.385621921096494,2.638266011336213,Treatment,18841,841,36.736189683899454
PBS4_96 · 18:21:56,PBS4_96,37,37.0,-9.28795032444166,-41.20250209409426,22.363607978631507,2.63479504644297,Treatment,18841,841,36.736189683899454
PBS4_96 · 18:21:56,PBS4_96,38,38.0,-9.287796983989333,-41.20170319115042,22.38819255888289,2.637784641084816,Treatment,18841,841,36.736189683899454
PBS4_96 · 18:21:56,PBS4_96,39,39.0,-9.286965894936362,-41.20057028437235,22.352847851608573,2.634124347206446,Treatment,18841,841,36.736189683899454
PBS4_96 · 18:21:56,PBS4_96,40,40.0,-9.288578531941456,-41.20566729098312,22.34928927773564,2.632727219824292,Treatment,18841,841,36.736189683899454
PBS4_96 · 18:21:56,PBS4_96,41,41.0,-9.288714255219242,-41.20497537360584,22.359272619940512,2.633820937041133,Treatment,18841,841,36.736189683899454
PBS4_96 · 18:21:56,PBS4_96,42,42.0,-9.289419076363387,-41.20149794949561,22.270509849501767,2.622939370966047,Treatment,18841,841,36.736189683899454
PBS4_96 · 18:21:56,PBS4_96,43,43.0,-9.29025711272866,-41.19065255169366,22.38625214088928,2.6360623587643515,Treatment,18841,841,36.736189683899454
PBS4_96 · 18:21:56,PBS4_96,44,44.0,-9.292078568805234,-41.18607068775733,22.194066570686463,2.612335952500438,Treatment,18841,841,36.736189683899454
PBS4_96 · 18:21:56,PBS4_96,45,45.0,-9.29320987962258,-41.19118520297486,22.460681027555264,2.6430290243611694,Treatment,18841,841,36.736189683899454
PBS4_96 · 18:21:56,PBS4_96,46,46.0,-9.292471471980942,-41.196871163211945,22.10495797890336,2.601612115893959,Treatment,18841,841,36.736189683899454
PBS4_96 · 18:21:56,PBS4_96,47,47.0,-9.295302972745905,-41.20136730307528,22.55407213529349,2.6527398887434086,Treatment,18841,841,36.736189683899454
PBS4_96 · 18:21:56,PBS4_96,48,48.0,-9.296914058519471,-41.20893006780573,14.364548105069805,1.6888868810851558,Treatment,18841,841,36.736189683899454
PBS4_96 · 18:21:56,PBS4_96,49,49.0,-9.298396187950797,-41.22242214758664,8.217723019806606,0.9658548843374916,Treatment,18841,841,36.736189683899454
PBS5_96 · 18:26:50,PBS5_96,3,3.0,-9.034734073789764,-38.88003146203804,8.04725258370508,1.0050188921357583,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,4,4.0,-9.035987218702944,-38.89341026375754,14.39602235652698,1.7973960815184231,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,5,5.0,-9.036522055802942,-38.90164587408277,22.553115074844207,2.815492211398893,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,6,6.0,-9.037560240938218,-38.91752941916913,22.88565483276586,2.8563230161487945,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,7,7.0,-9.036949290758244,-38.93292989730683,22.679913537673603,2.8310429979687903,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,8,8.0,-9.03978869750469,-38.94078702738474,22.71200227650302,2.8331955650192526,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,9,9.0,-9.039821952524036,-38.95435300809144,22.7210699660238,2.8343050056264056,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,10,10.0,-9.040674349385531,-38.96188644794258,22.65036822631919,2.824930917391393,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,11,11.0,-9.040884897494989,-38.96339388455353,22.718543475697377,2.8332963023092197,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,12,12.0,-9.04218588930006,-38.9780106349185,22.634167425639728,2.821928041309311,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,13,13.0,-9.044336158214376,-38.97174613335321,22.70145366504957,2.828915999275819,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,14,14.0,-9.044913637985267,-38.96530123713175,22.643373608915336,2.821303246107437,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,15,15.0,-9.04546569993268,-38.96898173476832,22.675704965740465,2.824972521171341,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,16,16.0,-9.048185106960158,-38.97147849116144,22.65604136326021,2.820755984476764,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,17,17.0,-9.049950865232017,-38.96593163954898,22.66070139409591,2.8201893063848944,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,18,18.0,-9.050374564406988,-38.97113435968287,22.65390101226281,2.819067936710186,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,19,19.0,-9.052365304011389,-38.98123351089783,22.651357782721533,2.817459678826965,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,20,20.0,-9.055084525248091,-38.97952091220411,22.6496213949502,2.815480309189191,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,21,21.0,-9.055859846907955,-38.982608147152106,22.627705609189807,2.8122539481449835,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,22,22.0,-9.055637481388636,-38.98494154735494,22.62401356638748,2.811939059533559,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,23,23.0,-9.05692608573034,-38.991213475511536,22.615729728082854,2.8100755539499045,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,24,24.0,-9.058506762600242,-38.976405619466775,22.608482016268685,2.808152749590461,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,25,25.0,-9.057480159258692,-38.97446052066217,22.59906998804756,2.8076473059490983,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,26,26.0,-9.057928987005267,-38.973405875818656,22.593610434656345,2.8066789506320085,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,27,27.0,-9.058802941608622,-38.97132959177433,22.5897808413937,2.805638570646606,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,28,28.0,-9.0593001741046,-38.969068022934415,22.58276160503663,2.80444568027123,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,29,29.0,-9.059721772323211,-38.97122508946792,22.57421942258628,2.803112737490585,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,30,30.0,-9.05990958366518,-38.96926351122962,22.572196983092603,2.802740397159346,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,31,31.0,-9.059167051013423,-38.97490648116916,22.55874068093861,2.8015485098145216,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,32,32.0,-9.061073165365991,-38.968744864340174,22.56580834512629,2.8011965239639545,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,33,33.0,-9.062349101851288,-38.96415253019658,22.546765205728352,2.7980104494738818,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,34,34.0,-9.062382831923486,-38.96719974266612,22.549651720334413,2.798346926590299,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,35,35.0,-9.063184881500398,-38.971666211138135,22.533354792927742,2.7958081507617982,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,36,36.0,-9.06551633969906,-38.96750169951245,22.54047479007464,2.79519059114068,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,37,37.0,-9.065274043526747,-38.97101942094672,22.52602885862308,2.7935550357874064,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,38,38.0,-9.06594789487619,-38.97160555700669,22.508681915183555,2.7909706820024582,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,39,39.0,-9.068843105451345,-38.97769952226205,22.52904643555372,2.7916341321147846,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,40,40.0,-9.070906161684984,-38.97194481831728,22.475488231638607,2.7836749318177034,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,41,41.0,-9.070527620424365,-38.96615192073415,22.5526744977176,2.793478220740515,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,42,42.0,-9.070096446816516,-38.96932041344456,22.42876678272893,2.77840627035442,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,43,43.0,-9.069836037102323,-38.96521833761337,22.56795256805874,2.795815811454037,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,44,44.0,-9.067925701976945,-38.93795767499742,22.412400176171687,2.777766896907232,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,45,45.0,-9.068797249149808,-38.932155679021086,22.54024388612437,2.7930511291532603,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,46,46.0,-9.067748699986945,-38.92865503128339,22.43796318420138,2.7810484891878997,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,47,47.0,-9.072720327661427,-38.90929434755234,22.40580873676168,2.773885891135165,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,48,48.0,-9.073582130166756,-38.90441544612629,14.2368504564138,1.762202082849045,Treatment,9448,448,36.675567538887236
PBS5_96 · 18:26:50,PBS5_96,49,49.0,-9.075404076915904,-38.91949436232218,8.048212381569947,0.995769960257006,Treatment,9448,448,36.675567538887236
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,2,2.0,-8.727335760783266,-47.54270946650362,7.968768221818992,1.068212410055272,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,3,3.0,-8.729306605805204,-47.55064732265188,13.997448838904988,1.8755050083562608,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,4,4.0,-8.729413518213393,-47.55701095577429,22.00368506179341,2.948180494027879,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,5,5.0,-8.733782803153286,-47.55217097363192,21.79046822272222,2.916676630567657,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,6,6.0,-8.734745241677157,-47.56490206966893,21.98684019666956,2.9423091053019563,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,7,7.0,-8.737521681485813,-47.583623685472624,21.752736313403823,2.9091206104291643,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,8,8.0,-8.738570721780448,-47.58348496364631,21.924592191061524,2.931395736252416,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,9,9.0,-8.741865692809851,-47.58758149200694,21.769491430123544,2.9084507497431007,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,10,10.0,-8.743507217225252,-47.5926108610215,21.85334986666916,2.9185510689950007,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,11,11.0,-8.743105611314089,-47.59066402833903,21.758724777512917,2.906182463120766,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,12,12.0,-8.744072559166762,-47.60022650004968,21.7848964485038,2.909030294559948,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,13,13.0,-8.745375636049978,-47.596783751185846,21.76552143338092,2.905571134455633,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,14,14.0,-8.745317844625685,-47.598096587237016,21.755013201469712,2.904206992246277,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,15,15.0,-8.745303486927282,-47.60582028167203,21.77777018416719,2.907254569462905,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,16,16.0,-8.747476004490393,-47.59677259079539,21.758878452504227,2.903279888777724,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,17,17.0,-8.746917225153872,-47.59436821175812,21.777517509454317,2.906140782688495,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,18,18.0,-8.746850299020064,-47.600435335464056,21.756481913599128,2.903378390623823,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,19,19.0,-8.747265101443473,-47.60299939092497,21.7627904390193,2.9039428823250653,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,20,20.0,-8.747946054285489,-47.60413828282204,21.74834545757568,2.9015604132977435,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,21,21.0,-8.749132827554998,-47.60681286748177,21.74509792243324,2.900334475497723,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,22,22.0,-8.750799698172276,-47.60972124312652,21.73443041848809,2.897799235808021,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,23,23.0,-8.75145603526091,-47.618009149545166,21.729167450392172,2.8966597397981437,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,24,24.0,-8.75254074721761,-47.61532404520133,21.721090725213,2.894859929666342,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,25,25.0,-8.75262543773242,-47.61944355532599,21.71047207094349,2.8933883138501577,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,26,26.0,-8.75284928680098,-47.62776982638629,21.70407955639793,2.892387286911478,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,27,27.0,-8.753877825066551,-47.61291858539765,21.697460886842038,2.890820538807038,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,28,28.0,-8.75487849778224,-47.60167733143562,21.69386691922113,2.8896758065035253,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,29,29.0,-8.756068496278683,-47.60421760155478,21.691266272223363,2.8885378051694737,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,30,30.0,-8.756478626700833,-47.60321055974856,21.679545247708745,2.8867043422130747,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,31,31.0,-8.757087976284154,-47.60108315180773,21.6732233412927,2.88545767813009,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,32,32.0,-8.757761100053422,-47.61690917339136,21.660808795881756,2.883357938165812,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,33,33.0,-8.758564804173334,-47.621520893065046,21.65253953435887,2.8817238429574448,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,34,34.0,-8.75796275463409,-47.61788333719515,21.65118674161092,2.881943288107055,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,35,35.0,-8.759228021718254,-47.6093598367631,21.63170910449776,2.8785119178200564,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,36,36.0,-8.760072067879882,-47.608862201032224,21.658029517918894,2.881454289733281,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,37,37.0,-8.760446821912014,-47.599306464503854,21.612606380211,2.875162939202016,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,38,38.0,-8.762457963005359,-47.59271620742173,21.661258535030736,2.880301095220976,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,39,39.0,-8.76366843818351,-47.59021792785817,21.60852191508243,2.8724879604496727,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,40,40.0,-8.765128794543491,-47.5942661742984,21.648660984094573,2.876856238773606,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,41,41.0,-8.765890221315177,-47.59701162071881,21.606286415412736,2.870721796113599,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,42,42.0,-8.768542980581675,-47.604320660122966,21.616435407660404,2.870316459766763,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,43,43.0,-8.768393233229896,-47.600858397524114,21.647581888439948,2.8745513281906723,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,44,44.0,-8.76945962083792,-47.58589293406177,21.516094943085797,2.85638990757572,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,45,45.0,-8.769538868576575,-47.56399152111401,21.73274473355541,2.8850988129542574,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,46,46.0,-8.76971210403399,-47.56490737229026,21.33011807932112,2.8315357498090235,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,47,47.0,-8.767814464029916,-47.55163398928824,13.638530165596842,1.8112822125243333,Treatment,23850,850,36.6278925115098
PBS6_96_300ul · 18:31:36,PBS6_96_300ul,48,48.0,-8.768480759187092,-47.55074418115595,7.585203381765155,1.00720797095432,Treatment,23850,850,36.6278925115098
DMEM7_96 · 18:40:56,DMEM7_96,2,2.0,-6.75696774848232,-47.6546575030839,7.5545641959016,1.5940892798061064,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,3,3.0,-6.757923806430077,-47.6726176685931,13.251320356641456,2.795546835956913,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,4,4.0,-6.759906071330507,-47.67205421758682,20.827834501568542,4.391910799888365,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,5,5.0,-6.764169797614211,-47.6794547095499,20.56168155761404,4.331533216102805,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,6,6.0,-6.762804031705817,-47.685276094156826,20.760532363726337,4.37479878463764,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,7,7.0,-6.762826276707184,-47.688703591805066,20.52755237680389,4.325681520721657,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,8,8.0,-6.762340329787194,-47.68269497865049,20.690802301606094,4.360570356682884,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,9,9.0,-6.761905566323028,-47.68981439729632,20.541582120266817,4.329555721918004,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,10,10.0,-6.762135746950573,-47.69641596052276,20.633221620092574,4.348640119515977,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,11,11.0,-6.763404435891002,-47.701553685167134,20.56510223534305,4.333017362548538,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,12,12.0,-6.764957739045916,-47.696639669225874,20.579258786555886,4.334449571689715,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,13,13.0,-6.766120376147301,-47.69887969137674,20.575416828041725,4.332480378825053,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,14,14.0,-6.765855275861423,-47.69773353133829,20.55317400560026,4.328060983435671,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,15,15.0,-6.765673729823547,-47.689827518526805,20.55882361196049,4.329431647657189,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,16,16.0,-6.765266476595313,-47.6885103161252,20.5362668724571,4.32508703948548,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,17,17.0,-6.765663560283214,-47.687222708684345,20.557066675943645,4.329071795904313,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,18,18.0,-6.766155248988241,-47.68386882655708,20.52611037530135,4.322063417797938,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,19,19.0,-6.76678292125994,-47.68571852787931,20.525064261467605,4.321218566328456,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,20,20.0,-6.768993953118695,-47.6949323435226,20.515409443489936,4.316987525051118,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,21,21.0,-6.76899454758269,-47.69453170126425,20.50942517158487,4.315727684418886,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,22,22.0,-6.768900883937368,-47.69338638242515,20.498795829914844,4.313584018091184,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,23,23.0,-6.771401528080848,-47.689213938422085,20.499338545030355,4.311215133058376,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,24,24.0,-6.772026843984804,-47.68812583622711,20.49987309450066,4.310706835311758,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,25,25.0,-6.772092101214159,-47.6816379940465,20.48792746998266,4.308130178573745,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,26,26.0,-6.773964497786935,-47.68426457457754,20.481840028954014,4.30499369796694,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,27,27.0,-6.775053924264577,-47.69261649305837,20.47842026567984,4.303195321263243,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,28,28.0,-6.77369383774299,-47.69002311934121,20.467567998748613,4.30226203491568,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,29,29.0,-6.774040263553952,-47.68622218007548,20.464370689045413,4.301246850305724,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,30,30.0,-6.774151205387313,-47.69384299320096,20.450362752195925,4.298192831016524,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,31,31.0,-6.774156900174974,-47.69397007932063,20.45034563236944,4.298183596728155,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,32,32.0,-6.774859385274512,-47.68750758371991,20.44160729851,4.295652112095747,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,33,33.0,-6.775400340773164,-47.69578712592632,20.43122830903701,4.292936284703136,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,34,34.0,-6.774834829257557,-47.70217107153313,20.441126242131677,4.295575309777028,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,35,35.0,-6.775310085993322,-47.698936497299634,20.42262839576272,4.291218480704654,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,36,36.0,-6.775199574219194,-47.69905623612215,20.442051102215864,4.295408895584305,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,37,37.0,-6.776234979508331,-47.70245736305837,20.4035204117047,4.2862905709368615,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,38,38.0,-6.777417222752808,-47.69685352336893,20.44085241695281,4.2929643338430745,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,39,39.0,-6.778306226761954,-47.69397962191077,20.381684559216115,4.279661828752825,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,40,40.0,-6.778893255572843,-47.70350526224973,20.41791588625753,4.28669006884948,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,41,41.0,-6.779005475954412,-47.6952665428469,20.38287385388374,4.279222507073451,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,42,42.0,-6.77945769137276,-47.69103324638075,20.374831742639486,4.277088748432184,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,43,43.0,-6.779900308464375,-47.686129936029154,20.421459741509896,4.286440026675461,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,44,44.0,-6.781945462870218,-47.67455522897115,20.29232029819568,4.257328503058497,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,45,45.0,-6.780798933414505,-47.65917897259181,20.520799202862587,4.3064001055947845,Treatment,29120,120,36.85096914936577
DMEM7_96 · 18:40:56,DMEM7_96,46,46.0,-6.78096211182276,-47.65887178480918,20.13774461068298,4.22585525680099,Treatment,29120,120,36.85096914936577
